policy_number,effective_date,expiration_date,state,county,zip,occupancy,construction,foundation,roof_type,roof_condition,year_built,stories,square_feet,protection_class,alarm_type,flood_zone,distance_to_coast_mi,wildfire_score_0_100,hail_score_0_100,hurricane_score_0_100,crime_index_0_100,prior_claims_5yr,covA_dwelling,covB_other_structures,covC_personal_property,covD_loss_of_use,deductible_all_peril,water_backup_limit,ordinance_or_law_pct,written_premium_total,premium_fire,premium_wind,premium_hail,premium_water,premium_theft_liability,expected_loss,expected_loss_ratio,expense_ratio,target_profit_ratio,indicated_premium,uw_tier
HO2026001397,2022-01-13,2023-01-08,MA,Washington,58795,OwnerOccupied,Superior,Piers,AsphaltShingle,Poor,1961,2,1669,10,BurglarAndFire,VE,14.1,0,49,10,26,0,339000,43000,134000,70000,1000,0,50,1991.39,888.55,487.89,361.77,398.28,0.0,954.69,0.479,0.18,0.062,1260.18,Preferred
HO2026001398,2023-08-30,2024-08-24,MI,Jefferson,62690,TenantOccupied,Superior,Slab,FlatMembrane,Fair,1968,1,1833,8,Fire,AE,31.1,39,23,18,33,0,488000,42000,313000,110000,1000,0,10,2362.12,738.57,625.96,326.76,472.42,198.4,1146.48,0.485,0.24,0.057,1631.16,Preferred
HO2026001399,2023-07-07,2024-07-01,NJ,Jackson,76951,SecondarySeasonal,Frame,Crawlspace,AsphaltShingle,Fair,1948,1,2360,1,Fire,X,8.3,11,51,0,32,0,475000,56000,172000,109000,1000,0,25,2441.33,933.05,537.09,451.65,292.96,226.58,1654.37,0.678,0.254,0.025,2295.04,Preferred
HO2026001400,2024-08-01,2025-07-27,LA,Wayne,33261,SecondarySeasonal,Superior,Basement,Metal,New,1946,1,2890,9,Burglar,VE,12.7,31,15,100,53,1,727000,91000,370000,208000,5000,10000,25,7324.31,2873.29,3295.94,915.54,1464.86,0.0,4464.66,0.61,0.352,0.078,7823.91,NonStandard
HO2026001401,2023-08-27,2024-08-21,MA,Madison,81522,OwnerOccupied,Superior,Basement,FlatMembrane,Fair,2024,1,2456,5,Burglar,AE,3.6,34,70,0,52,0,515000,47000,322000,146000,2500,0,10,1668.48,573.69,367.07,361.5,333.7,32.53,1237.96,0.742,0.229,0.071,1769.08,Preferred
HO2026001402,2022-05-02,2023-04-27,MI,Franklin,86857,Vacant,Masonry,Slab,Tile,New,1964,1,600,6,Burglar,AE,28.2,17,49,15,38,0,102000,12000,64000,19000,1000,0,10,700.0,348.58,180.25,127.17,140.0,0.0,382.2,0.546,0.241,0.052,540.6,Standard
HO2026001403,2024-03-20,2025-03-15,NC,Franklin,21263,TenantOccupied,Superior,Crawlspace,Tile,Good,2006,1,2606,5,Fire,AE,12.6,49,26,82,48,0,456000,46000,198000,127000,5000,25000,10,1939.99,877.9,824.49,278.06,388.0,0.0,1465.42,0.755,0.334,0.108,2626.19,Standard
HO2026001404,2023-03-14,2024-03-08,MI,Greene,69329,TenantOccupied,Masonry,Crawlspace,AsphaltShingle,New,1984,2,2098,6,BurglarAndFire,AE,49.0,47,8,11,40,0,407000,54000,277000,88000,2000,0,25,1373.64,547.15,339.98,155.68,274.73,56.11,736.56,0.536,0.322,0.056,1183.9,Preferred
HO2026001405,2025-07-06,2026-07-01,CA,Franklin,67336,OwnerOccupied,MobileHome,Crawlspace,AsphaltShingle,Fair,1997,1,1718,5,None,AE,104.0,73,33,30,64,0,278000,25000,144000,54000,5000,5000,25,2051.81,727.97,605.28,318.03,410.36,0.0,949.68,0.463,0.279,0.052,1418.32,Standard
HO2026001406,2024-11-03,2025-10-29,GA,Franklin,92827,OwnerOccupied,Superior,Piers,FlatMembrane,Good,1967,2,2861,5,None,X,37.4,17,36,33,27,0,392000,58000,156000,81000,2000,0,10,2398.32,946.79,725.49,383.73,287.8,54.5,1332.72,0.556,0.284,0.062,2036.36,Preferred
HO2026001407,2025-03-01,2026-02-24,CO,Cleveland,27723,Vacant,MobileHome,Slab,Metal,Poor,1982,2,2501,5,Burglar,AE,40.6,87,93,25,48,1,341000,48000,164000,98000,1000,0,10,4198.98,1694.21,1186.21,923.78,839.8,0.0,2648.82,0.631,0.299,0.045,4039.63,Decline
HO2026001408,2023-10-23,2024-04-20,PA,Grant,60427,OwnerOccupied,Frame,Piers,Tile,Fair,1974,2,1543,9,Burglar,VE,3.3,22,40,16,54,0,323000,33000,159000,76000,2000,10000,10,1560.73,419.68,405.79,260.12,312.15,162.99,874.98,0.561,0.205,0.052,1178.06,Preferred
HO2026001409,2024-05-08,2025-05-03,TX,Jefferson,78481,SecondarySeasonal,MobileHome,Piers,Metal,Fair,2018,2,2365,5,None,X,43.4,0,34,76,40,0,267000,23000,170000,63000,1000,5000,10,2376.31,905.96,974.29,372.29,285.16,0.0,1636.27,0.689,0.357,0.068,2842.09,Preferred
HO2026001410,2024-06-10,2025-06-05,MA,Clay,41062,TenantOccupied,Masonry,Piers,Tile,Poor,1992,2,1170,10,Fire,AE,13.4,19,80,13,51,0,157000,22000,93000,40000,1000,0,25,801.21,301.66,202.31,176.27,160.24,0.0,342.91,0.428,0.287,0.053,519.62,Standard
HO2026001411,2022-02-05,2023-01-31,MI,Greene,55678,OwnerOccupied,MobileHome,Slab,Tile,Fair,2007,2,1578,3,Fire,X,13.8,54,7,10,43,0,267000,39000,177000,42000,2000,0,25,951.18,356.02,233.04,106.21,114.14,141.77,682.03,0.717,0.306,0.099,1145.68,Preferred
HO2026001412,2026-01-24,2027-01-19,TN,Monroe,48177,OwnerOccupied,Superior,Basement,AsphaltShingle,New,2001,1,2139,7,BurglarAndFire,X,24.3,7,53,5,33,0,478000,58000,190000,116000,10000,25000,10,1482.58,484.54,344.7,279.22,177.91,196.22,768.07,0.518,0.291,0.045,1158.3,Preferred
HO2026001413,2022-10-04,2023-09-29,GA,Benton,81654,OwnerOccupied,Masonry,Piers,WoodShake,Good,1965,1,2947,6,Fire,X,37.1,30,46,32,16,0,473000,63000,199000,81000,1000,25000,10,3460.07,1416.12,1038.02,611.28,415.21,0.0,2313.91,0.669,0.211,0.054,3147.44,Preferred
HO2026001414,2022-05-19,2023-05-14,TN,Union,59377,TenantOccupied,Superior,Slab,Metal,New,2007,2,2553,6,Burglar,VE,14.9,48,32,15,22,0,549000,64000,354000,92000,1000,0,10,1844.99,696.7,475.08,282.9,369.0,21.31,914.53,0.496,0.318,0.052,1450.32,Preferred
HO2026001415,2021-01-04,2021-12-30,TN,Wayne,65258,Vacant,Masonry,Piers,Metal,Fair,2002,2,1479,3,Burglar,AE,160.0,38,59,45,41,0,217000,25000,150000,56000,2000,10000,10,1112.6,396.17,369.94,220.67,222.52,0.0,750.35,0.674,0.325,0.046,1193.38,Standard
HO2026001416,2021-08-11,2022-08-06,SC,Lincoln,56278,SecondarySeasonal,MobileHome,Slab,WoodShake,Fair,2005,2,2756,3,Burglar,AE,11.8,33,36,64,34,0,461000,54000,273000,72000,1000,0,25,3918.62,1902.43,1489.08,626.98,783.72,0.0,3156.99,0.806,0.22,0.06,4385.33,Standard
HO2026001417,2022-09-18,2023-09-13,WA,Lincoln,34939,TenantOccupied,Masonry,Basement,AsphaltShingle,New,1970,2,2365,4,None,X,7.5,48,32,11,62,0,510000,65000,283000,109000,5000,0,10,2512.46,1036.85,621.84,385.24,301.5,167.04,1849.84,0.736,0.277,0.062,2801.34,Preferred
HO2026001418,2021-04-27,2022-04-22,VA,Lincoln,36930,SecondarySeasonal,Superior,Piers,WoodShake,New,2018,1,1394,4,Burglar,AE,51.5,43,0,13,52,0,295000,39000,157000,87000,1000,25000,10,941.48,427.47,237.72,94.15,188.3,0.0,691.12,0.734,0.349,0.034,1120.43,Preferred
HO2026001419,2022-04-05,2023-03-31,OH,Franklin,96808,Vacant,Frame,Piers,Metal,New,1961,1,2109,6,BurglarAndFire,AE,10.3,36,19,0,27,0,424000,56000,202000,100000,1000,0,10,2690.35,1164.15,591.88,354.23,538.07,42.02,1640.9,0.61,0.328,0.043,2610.92,Preferred
HO2026001420,2023-06-14,2024-06-08,NY,Grant,19258,TenantOccupied,MobileHome,Piers,AsphaltShingle,Poor,1983,2,2039,5,Fire,VE,7.1,30,55,4,34,0,204000,17000,91000,54000,1000,0,10,1789.51,921.52,411.59,342.99,357.9,0.0,1018.37,0.569,0.244,0.024,1392.23,Standard
HO2026001421,2025-03-20,2026-03-15,TX,Monroe,38538,TenantOccupied,Frame,Crawlspace,Tile,Good,1977,1,2925,4,None,X,4.3,39,67,100,38,0,473000,46000,181000,82000,2000,0,25,3564.24,1318.05,1603.91,754.43,427.71,0.0,1764.77,0.495,0.226,0.049,2435.58,Standard
HO2026001422,2025-02-22,2026-02-17,CA,Clay,60353,SecondarySeasonal,Superior,Piers,WoodShake,Fair,1945,1,1071,9,Fire,X,29.1,100,52,38,52,0,234000,33000,145000,42000,1000,0,10,2745.65,1162.95,864.88,512.52,329.48,0.0,1271.24,0.463,0.207,0.069,1755.42,Standard
HO2026001423,2021-01-04,2021-12-30,NJ,Grant,83894,TenantOccupied,Frame,Slab,Metal,Good,2020,1,1650,4,Burglar,X,10.9,38,28,14,32,0,428000,45000,313000,124000,2500,5000,25,1371.9,558.93,349.84,201.21,164.63,97.29,439.51,0.32,0.292,0.02,639.28,Preferred
HO2026001424,2025-09-22,2026-09-17,NY,Clay,89766,SecondarySeasonal,Masonry,Piers,FlatMembrane,Poor,2005,1,2586,3,Fire,X,18.5,0,50,14,38,0,326000,47000,234000,83000,2500,5000,50,1526.52,501.95,389.26,279.86,183.18,172.26,1000.61,0.655,0.319,0.075,1650.03,Preferred
HO2026001425,2023-05-03,2024-04-27,OR,Wayne,48399,Vacant,Masonry,Piers,FlatMembrane,Good,2003,1,1421,2,BurglarAndFire,X,13.1,54,39,18,34,0,207000,28000,87000,32000,2500,5000,50,907.81,451.58,240.57,149.79,108.94,0.0,484.73,0.534,0.309,0.066,776.29,Standard
HO2026001426,2025-05-24,2026-05-19,GA,Union,95628,Vacant,Frame,Piers,FlatMembrane,Fair,1970,1,2172,2,None,X,7.0,51,55,17,43,0,400000,57000,271000,78000,1000,0,25,3996.14,1512.81,1048.99,765.93,479.54,188.88,1920.9,0.481,0.4,0.021,3317.34,Standard
HO2026001427,2022-07-12,2023-07-07,AZ,Monroe,70359,SecondarySeasonal,Frame,Slab,AsphaltShingle,Fair,1956,1,1475,10,Burglar,VE,,33,49,12,62,0,213000,23000,106000,57000,10000,10000,10,1397.28,553.02,349.32,253.84,279.46,0.0,1006.01,0.72,0.219,0.049,1374.44,Standard
HO2026001428,2022-03-07,2023-03-02,GA,Monroe,92638,OwnerOccupied,Frame,Basement,Metal,New,1950,3,2434,10,Burglar,AE,38.6,61,78,34,51,1,474000,56000,168000,101000,1000,5000,25,4719.0,2532.8,1439.3,1038.18,943.8,0.0,3670.91,0.778,0.282,0.058,5564.48,NonStandard
HO2026001429,2023-06-19,2024-06-13,TN,Madison,40408,Vacant,Superior,Piers,AsphaltShingle,Fair,1952,1,1803,5,Burglar,VE,130.3,39,5,47,38,0,302000,35000,116000,53000,1000,0,10,1898.34,1030.03,640.69,205.65,379.67,0.0,1306.22,0.688,0.269,0.052,1923.07,Standard
HO2026001430,2021-03-17,2022-03-12,CO,Madison,43885,OwnerOccupied,Frame,Slab,Metal,Fair,1952,1,2418,7,BurglarAndFire,AE,14.5,79,33,8,57,0,510000,46000,381000,106000,2000,0,25,2084.43,835.12,500.26,323.09,416.89,9.08,1441.0,0.691,0.249,0.071,2118.7,Standard
HO2026001431,2022-03-20,2023-03-15,WA,Benton,24560,SecondarySeasonal,Masonry,Basement,Metal,Fair,1989,1,3691,6,Burglar,X,2.4,79,35,7,59,0,230000,32000,123000,61000,1000,5000,10,1233.6,589.19,292.98,195.32,148.03,8.08,756.98,0.614,0.295,0.07,1193.45,Preferred
HO2026001432,2023-04-21,2024-04-15,NJ,Greene,88445,SecondarySeasonal,Superior,Slab,Tile,Poor,1980,3,2659,5,Fire,AE,6.0,30,36,20,27,0,548000,63000,221000,111000,2000,5000,25,2521.13,946.65,680.7,403.38,504.23,0.0,1517.63,0.602,0.268,0.061,2260.91,Preferred
HO2026001433,2025-04-25,2026-04-20,WA,Greene,83102,Vacant,MobileHome,Piers,Metal,Poor,1940,1,1743,7,None,X,39.3,40,45,41,49,0,282000,37000,209000,46000,2500,10000,50,3537.8,1701.82,1140.94,619.11,424.54,0.0,1939.61,0.548,0.193,0.096,2730.98,Standard
HO2026001434,2021-09-27,2022-09-22,GA,Clay,94802,TenantOccupied,Masonry,Basement,AsphaltShingle,Good,2014,1,1794,6,BurglarAndFire,VE,7.5,44,44,0,48,0,390000,55000,190000,98000,1000,10000,10,2260.54,806.01,497.32,391.83,452.11,113.28,1148.91,0.508,0.315,0.052,1813.66,Preferred
HO2026001435,2024-04-29,2025-04-24,IL,Grant,51034,OwnerOccupied,Superior,Basement,Metal,New,1993,2,2450,7,Burglar,VE,21.7,15,100,26,64,0,595000,75000,283000,94000,5000,0,25,1973.26,701.76,562.38,434.12,394.65,0.0,1064.16,0.539,0.329,0.056,1728.27,Standard
HO2026001436,2024-04-29,2025-04-24,MA,Franklin,99554,SecondarySeasonal,Superior,Piers,Metal,Good,1960,2,2727,10,None,AE,41.9,10,3,49,44,0,693000,63000,325000,104000,2500,5000,25,2962.17,1187.72,1014.54,311.03,592.43,0.0,1931.18,0.652,0.217,0.07,2706.96,Preferred
HO2026001437,2021-07-05,2022-06-30,NY,Jefferson,87633,SecondarySeasonal,MobileHome,Crawlspace,FlatMembrane,New,1970,1,2591,1,BurglarAndFire,AE,7.9,32,10,17,13,1,362000,51000,211000,72000,1000,0,50,2151.93,653.11,564.88,251.06,430.39,252.5,1709.64,0.794,0.233,0.034,2331.25,Preferred
HO2026001438,2023-04-29,2024-04-23,FL,Washington,47505,Vacant,Masonry,Piers,WoodShake,New,1969,3,1074,1,Fire,VE,2.0,29,62,60,44,1,210000,29000,129000,34000,5000,0,25,2232.56,915.83,826.05,453.95,446.51,0.0,1325.46,0.594,0.18,0.071,1768.56,NonStandard
HO2026001439,2023-07-11,2024-07-05,MI,Grant,20048,Vacant,Masonry,Basement,AsphaltShingle,Good,1964,1,2055,1,Burglar,VE,79.7,31,64,15,32,0,444000,49000,166000,131000,1000,10000,10,1884.75,567.64,485.32,389.51,376.95,65.32,1139.74,0.605,0.314,0.051,1796.37,Standard
HO2026001440,2024-04-24,2025-04-19,OR,Madison,64452,OwnerOccupied,Masonry,Slab,Tile,Good,1999,1,2061,6,BurglarAndFire,AE,5.2,29,64,24,54,1,515000,48000,213000,97000,5000,0,10,1965.77,834.97,550.42,406.26,393.15,0.0,1703.44,0.867,0.227,0.02,2261.55,Standard
HO2026001441,2025-03-21,2026-03-16,VA,Cleveland,24567,TenantOccupied,Superior,Piers,WoodShake,New,1977,1,2022,2,Fire,AE,46.1,35,77,10,36,0,339000,34000,120000,88000,2000,0,25,1433.11,725.57,351.11,315.28,286.62,0.0,1077.55,0.752,0.348,0.076,1872.61,Preferred
HO2026001442,2026-01-27,2027-01-22,VA,Clay,46540,OwnerOccupied,Superior,Piers,FlatMembrane,Good,1952,1,2080,6,BurglarAndFire,X,66.0,25,53,12,29,0,412000,42000,233000,91000,1000,0,50,1674.02,831.03,418.5,315.27,200.88,0.0,891.22,0.532,0.275,0.051,1322.68,Preferred
HO2026001443,2025-04-07,2026-04-02,TX,Union,87752,TenantOccupied,Frame,Slab,Tile,Fair,1972,1,2283,4,Burglar,X,69.6,51,82,20,63,0,426000,46000,174000,114000,10000,0,25,2544.44,1050.23,687.0,559.78,305.33,0.0,2215.91,0.871,0.279,0.056,3336.36,Preferred
HO2026001444,2023-04-26,2024-04-20,NC,Jackson,41467,Vacant,MobileHome,Slab,Tile,New,1993,1,2250,4,Burglar,VE,2.8,51,27,76,38,0,264000,31000,149000,51000,1000,0,10,2645.2,1243.98,1084.53,383.55,529.04,0.0,1701.23,0.643,0.38,0.049,2984.25,NonStandard
HO2026001445,2024-02-17,2025-02-11,PA,Clay,78849,TenantOccupied,Superior,Crawlspace,FlatMembrane,Fair,1985,1,1583,5,Burglar,AE,49.1,10,33,34,64,0,317000,41000,213000,66000,1000,0,10,1241.69,550.44,378.72,192.46,248.34,0.0,1035.36,0.834,0.287,0.051,1563.6,Preferred
HO2026001446,2023-02-20,2024-02-15,OH,Jefferson,66617,TenantOccupied,Masonry,Basement,WoodShake,Fair,2024,1,1700,6,Burglar,AE,9.2,29,32,34,42,0,388000,38000,206000,100000,2000,0,10,1582.84,857.53,482.76,242.7,316.57,0.0,1140.83,0.721,0.261,0.055,1668.78,Preferred
HO2026001447,2024-11-14,2025-11-09,LA,Lake,51769,TenantOccupied,Masonry,Piers,FlatMembrane,Good,1952,1,2297,9,Burglar,VE,17.1,47,64,85,34,1,470000,38000,257000,84000,2000,5000,10,6482.13,2901.21,2803.52,1339.64,1296.43,0.0,3178.04,0.49,0.321,0.052,5066.54,NonStandard
HO2026001448,2022-09-29,2023-09-24,MA,Washington,83341,TenantOccupied,Superior,Basement,Tile,New,2015,1,2249,1,BurglarAndFire,VE,27.7,0,45,0,55,0,482000,64000,217000,142000,2500,0,10,1063.98,473.59,234.08,186.2,212.8,0.0,409.65,0.385,0.18,0.055,535.7,Preferred
HO2026001449,2025-06-06,2026-06-01,WA,Grant,18595,Vacant,Masonry,Slab,AsphaltShingle,Good,1989,1,2688,9,None,X,8.1,0,55,15,30,0,400000,44000,143000,61000,1000,0,10,2827.51,1430.8,728.08,541.94,339.3,0.0,2205.65,0.78,0.346,0.048,3641.31,Preferred
HO2026001450,2026-01-14,2026-07-13,OH,Cleveland,94371,Vacant,Superior,Piers,AsphaltShingle,New,1952,2,1654,6,None,VE,12.8,4,49,0,42,0,254000,22000,109000,71000,2500,25000,10,1327.99,560.03,292.16,241.25,265.6,0.0,910.41,0.686,0.225,0.042,1242.38,Standard
HO2026001451,2025-04-08,2026-04-03,AZ,Union,10814,OwnerOccupied,Frame,Slab,Metal,Good,1964,1,2305,6,None,AE,81.2,65,39,9,40,0,330000,40000,136000,88000,1000,5000,10,1647.79,706.77,399.59,271.89,329.56,0.0,1479.11,0.898,0.303,0.064,2335.89,Preferred
HO2026001452,2024-08-10,2025-08-05,OH,Franklin,89914,TenantOccupied,Frame,Basement,AsphaltShingle,Fair,1989,1,3655,4,Burglar,VE,33.7,26,39,0,61,1,689000,62000,491000,179000,5000,0,25,2969.87,1119.8,653.37,490.03,593.97,112.7,1858.16,0.626,0.278,0.077,2884.06,Preferred
HO2026001453,2024-09-13,2025-09-08,MA,Grant,81910,TenantOccupied,Frame,Crawlspace,FlatMembrane,,2021,2,869,5,BurglarAndFire,X,25.8,11,45,20,43,0,179000,25000,76000,52000,5000,10000,10,470.32,137.05,126.99,82.31,56.44,67.54,186.79,0.397,0.212,0.045,251.39,Preferred
HO2026001454,2023-04-01,2024-03-26,WA,Lake,34668,Vacant,MobileHome,Slab,AsphaltShingle,New,1942,1,600,7,BurglarAndFire,X,63.9,8,63,0,67,0,91000,12000,51000,23000,5000,10000,10,700.0,261.86,154.0,143.5,84.0,56.64,511.48,0.731,0.233,0.033,697.31,Standard
HO2026001455,2025-07-20,2026-07-15,TN,Benton,94650,TenantOccupied,Frame,Crawlspace,FlatMembrane,Fair,1981,2,2436,8,Burglar,AE,10.8,6,31,1,50,0,410000,56000,152000,116000,5000,0,50,2211.62,1008.5,492.09,335.43,442.32,0.0,1053.61,0.476,0.303,0.039,1599.29,Preferred
HO2026001456,2021-06-22,2022-06-17,CO,Lake,64941,SecondarySeasonal,Masonry,Piers,Tile,Good,2000,2,2501,8,BurglarAndFire,X,7.7,70,73,26,41,0,441000,36000,273000,81000,1000,5000,50,2127.05,793.94,606.21,467.95,255.25,3.7,1257.68,0.591,0.304,0.048,1939.38,Preferred
HO2026001457,2021-08-17,2022-08-12,LA,Marion,72004,OwnerOccupied,Superior,Basement,AsphaltShingle,Good,2021,1,1870,7,BurglarAndFire,AE,27.1,50,34,100,64,1,503000,67000,255000,75000,2000,0,25,2497.6,1237.25,1123.92,391.29,499.52,0.0,1208.09,0.484,0.247,0.069,1765.32,NonStandard
HO2026001458,2022-01-21,2023-01-16,CO,Grant,26356,SecondarySeasonal,Masonry,Basement,Tile,Fair,2022,1,622,9,None,VE,48.7,55,48,0,70,0,134000,19000,82000,39000,2000,0,50,619.92,322.99,136.38,111.59,123.98,0.0,329.1,0.531,0.232,0.077,475.98,Standard
HO2026001459,2023-07-15,2024-01-11,VA,Grant,92415,SecondarySeasonal,MobileHome,Basement,WoodShake,Poor,1999,1,2280,5,None,X,75.7,34,69,29,47,0,280000,27000,179000,71000,2500,0,10,2125.8,1132.07,621.8,457.05,255.1,0.0,1484.72,0.698,0.361,0.058,2557.07,Standard
HO2026001460,2022-06-23,2023-06-18,TX,Grant,20344,Vacant,Superior,Slab,Metal,Good,1993,2,2527,8,Fire,AE,108.7,42,60,31,54,0,524000,46000,377000,150000,1000,5000,10,4099.15,1670.67,1219.5,819.83,819.83,0.0,2935.43,0.716,0.267,0.085,4532.75,Standard
HO2026001461,2024-05-31,2025-05-26,PA,Greene,18877,SecondarySeasonal,MobileHome,Piers,FlatMembrane,Fair,2021,1,1456,3,Burglar,X,7.2,0,34,12,59,0,148000,21000,60000,34000,1000,0,25,901.59,285.67,225.4,141.25,108.19,141.08,560.79,0.622,0.305,0.077,908.05,Preferred
HO2026001462,2023-12-07,2024-12-01,MA,Wayne,43437,SecondarySeasonal,MobileHome,Slab,FlatMembrane,New,1978,1,2380,1,BurglarAndFire,VE,17.5,1,22,31,38,1,340000,32000,214000,64000,1000,0,25,2014.69,675.22,599.37,275.34,402.94,61.82,1470.4,0.73,0.35,0.048,2442.44,Preferred
HO2026001463,2021-08-07,2022-08-02,MI,Grant,24434,TenantOccupied,Frame,Basement,FlatMembrane,Poor,1951,1,1982,5,BurglarAndFire,AE,7.3,17,26,22,32,0,420000,42000,276000,107000,2000,5000,25,2737.36,1262.59,752.77,392.35,547.47,0.0,1530.74,0.559,0.26,0.072,2292.47,Preferred
HO2026001464,2025-07-25,2026-07-20,TX,Franklin,14152,OwnerOccupied,Superior,Piers,Metal,Poor,1979,1,2364,5,Burglar,AE,12.3,16,71,94,48,0,464000,61000,228000,74000,1000,0,25,3812.44,1430.48,1715.6,832.38,762.49,0.0,2503.74,0.657,0.211,0.041,3344.09,NonStandard
HO2026001465,2023-10-01,2024-09-25,LA,Clay,73845,OwnerOccupied,Frame,Crawlspace,Tile,Good,1961,1,2211,5,BurglarAndFire,VE,11.9,24,46,0,39,1,380000,31000,156000,81000,1000,5000,10,3241.46,1198.28,713.12,572.66,648.29,109.11,1941.29,0.599,0.32,0.077,3219.35,Preferred
HO2026001466,2021-01-23,2022-01-18,AZ,Clay,21900,OwnerOccupied,MobileHome,Piers,FlatMembrane,New,1971,2,2149,1,BurglarAndFire,VE,13.8,33,43,36,35,0,275000,30000,183000,45000,2000,25000,10,1658.62,803.48,514.17,284.73,331.72,0.0,1091.13,0.658,0.267,0.033,1559.68,Standard
HO2026001467,2025-11-07,2026-11-02,GA,Cleveland,85099,OwnerOccupied,Superior,Slab,FlatMembrane,Fair,2012,1,2515,10,BurglarAndFire,VE,19.9,50,58,26,73,0,524000,51000,273000,145000,2500,0,10,3190.2,1378.52,909.21,627.41,638.04,0.0,957.06,0.3,0.232,0.074,1377.47,Standard
HO2026001468,2024-06-24,2025-06-19,MI,Union,68094,Vacant,MobileHome,Basement,AsphaltShingle,Fair,1983,1,2267,10,BurglarAndFire,VE,12.8,29,42,17,33,0,284000,31000,146000,83000,1000,0,25,2015.34,785.93,529.03,342.61,403.07,0.0,1202.24,0.597,0.288,0.069,1869.63,Standard
HO2026001469,2026-02-11,2027-02-06,NY,Clay,27857,OwnerOccupied,Frame,Crawlspace,FlatMembrane,Fair,1989,2,3625,9,Burglar,VE,20.1,35,40,30,33,0,666000,80000,430000,149000,5000,0,50,2940.82,1158.91,867.54,490.14,588.16,0.0,1941.12,0.66,0.278,0.035,2827.22,Standard
HO2026001470,2023-03-27,2024-03-21,CA,Jackson,30039,OwnerOccupied,Masonry,Basement,Tile,New,1960,1,3371,6,None,AE,3.1,58,25,15,40,0,761000,114000,293000,200000,1000,0,10,4214.72,1442.95,1085.29,597.09,842.94,246.45,3210.12,0.762,0.32,0.041,5022.4,Preferred
HO2026001471,2021-12-26,2022-06-24,CO,Wayne,99814,Vacant,Masonry,Crawlspace,AsphaltShingle,Poor,1999,1,3252,5,,AE,,0,53,26,23,2,694000,69000,264000,191000,5000,0,10,5597.75,2465.68,1595.36,1054.24,1119.55,0.0,1920.55,0.343,0.262,0.062,2841.04,NonStandard
HO2026001472,2024-07-09,2025-07-04,SC,Clay,64005,TenantOccupied,MobileHome,Crawlspace,WoodShake,,1982,1,2247,10,None,AE,19.9,38,65,99,33,0,340000,41000,233000,101000,1000,0,10,5427.23,2411.07,2442.25,1130.67,1085.45,0.0,2631.94,0.485,0.225,0.069,3729.93,NonStandard
HO2026001473,2023-04-23,2024-04-17,MA,Jefferson,51726,OwnerOccupied,MobileHome,Piers,Metal,New,1948,2,3046,4,Burglar,AE,62.1,29,33,8,63,0,444000,43000,233000,108000,1000,10000,10,2062.04,875.63,494.89,319.62,412.41,0.0,1381.15,0.67,0.284,0.067,2126.52,Preferred
HO2026001474,2024-04-25,2025-04-20,MI,Lincoln,96978,SecondarySeasonal,MobileHome,Slab,WoodShake,New,1991,1,1353,8,Burglar,VE,19.0,49,45,16,38,0,225000,31000,86000,42000,1000,0,50,1183.01,411.51,307.58,207.03,236.6,20.29,900.54,0.761,0.335,0.042,1444.66,Standard
HO2026001475,2025-01-11,2026-01-06,CA,Marion,21787,SecondarySeasonal,Frame,Crawlspace,AsphaltShingle,Fair,2010,2,2660,9,None,X,4.4,0,51,8,23,0,491000,51000,218000,81000,2000,10000,25,3825.59,1646.9,918.14,707.73,459.07,93.74,2455.65,0.642,0.302,0.026,3656.11,Preferred
HO2026001476,2023-02-17,2024-02-12,CO,Lincoln,41322,Vacant,Frame,Basement,Metal,New,2020,2,1474,8,Burglar,VE,185.2,14,13,65,46,0,282000,34000,171000,48000,1000,25000,25,1298.59,573.6,496.71,157.99,259.72,0.0,603.41,0.465,0.265,0.022,846.88,Standard
HO2026001477,2021-05-22,2022-05-17,MA,Grant,90473,Vacant,Superior,Basement,Metal,New,1941,3,2914,4,Fire,AE,29.8,33,25,2,71,0,479000,66000,283000,119000,5000,0,10,2051.23,820.98,461.53,290.59,410.25,67.88,1050.72,0.512,0.317,0.079,1738.73,Standard
HO2026001478,2022-05-19,2023-05-14,IL,Cleveland,67380,Vacant,Superior,Crawlspace,WoodShake,New,1982,2,1378,9,None,VE,14.1,20,74,23,56,0,253000,35000,167000,44000,1000,0,10,1649.09,804.4,457.62,362.8,329.82,0.0,915.51,0.555,0.382,0.067,1659.69,Standard
HO2026001479,2025-12-06,2026-12-01,FL,Clay,30781,OwnerOccupied,MobileHome,Piers,Tile,Fair,1972,1,2270,1,None,VE,1.5,26,42,29,44,0,311000,32000,200000,51000,5000,0,50,3001.72,1295.92,878.0,510.29,600.34,0.0,1795.04,0.598,0.237,0.055,2535.26,Preferred
HO2026001480,2025-05-10,2026-05-05,OH,Washington,56779,OwnerOccupied,MobileHome,Basement,FlatMembrane,Good,1947,1,2455,7,Burglar,X,27.1,21,32,1,26,0,334000,40000,180000,81000,1000,10000,10,1833.8,696.76,408.02,281.18,220.06,227.78,1131.75,0.617,0.399,0.04,2019.96,Preferred
HO2026001481,2023-01-23,2024-01-18,NY,Clay,99691,OwnerOccupied,Superior,Slab,Tile,Poor,1994,1,1553,3,,VE,16.2,38,41,12,41,0,291000,38000,137000,50000,1000,0,10,926.76,344.33,231.69,156.01,185.35,9.39,682.39,0.736,0.18,0.081,923.22,Standard
